Ref_No,Job_ID,Task_ID,DataCenter_ID,VM_ID,Job_Depth,Actual_CPU_Time,Start_Time,Finish_Time
HEFT00001,15,"16",2,0,3,0.8475311991319359,3090.921058516292,3091.768589715424
HEFT00001,87,"88",2,0,3,0.7281606077049219,3091.768589715424,3092.4967503231287
HEFT00001,56,"57",2,0,3,0.6793271839392219,3092.4967503231287,3093.176077507068
HEFT00001,37,"38",2,0,3,0.6250678241995047,3093.176077507068,3093.8011453312674
HEFT00001,7,"8",2,5,2,79.05260104860918,3016.6826787257387,3095.735279774348
HEFT00001,8,"9",2,4,3,0.4951383694838114,3095.735279774348,3096.2304181438317
HEFT00001,91,"92",2,5,3,1.0800092181921173,3095.735279774348,3096.81528899254
HEFT00001,74,"75",2,5,3,1.0064575645756122,3096.81528899254,3097.8217465571156
HEFT00001,64,"65",2,7,2,62.802255273450555,3039.8573526479977,3102.6596079214482
HEFT00001,21,"22",2,7,3,0.7722772277229524,3102.6596079214482,3103.431885149171
HEFT00001,54,"55",2,7,3,0.8288543140029105,3103.431885149171,3104.260739463174
HEFT00001,58,"59",2,6,2,33.20537218612753,3078.486924225845,3111.6922964119726
HEFT00001,60,"61",2,2,2,46.767572732486315,3089.556435618842,3136.3240083513283
HEFT00001,61,"62",2,0,3,0.733586543678939,3136.3240083513283,3137.0575948950072
HEFT00001,32,"33",2,2,3,0.9357343642727756,3136.3240083513283,3137.259742715601
HEFT00001,19,"20",2,2,3,0.9488313329120501,3137.259742715601,3138.208574048513
HEFT00001,52,"53",2,2,3,0.8224889450411865,3138.208574048513,3139.0310629935543
HEFT00001,89,"90",2,2,3,0.7340492735311273,3139.0310629935543,3139.7651122670854
HEFT00001,78,"79",2,2,3,0.7466835123182136,3139.7651122670854,3140.5117957794037
HEFT00001,72,"73",2,2,3,0.8351231838282729,3140.5117957794037,3141.346918963232
HEFT00001,4,"5",2,2,3,0.6961465571698682,3141.346918963232,3142.043065520402
HEFT00001,82,"83",2,2,3,0.7656348704990705,3142.043065520402,3142.808700390901
HEFT00001,65,"66",2,2,3,0.8982943777637047,3142.808700390901,3143.7069947686646
HEFT00001,9,"10",2,3,2,72.34600023098255,3078.6725218501956,3151.018522081178
HEFT00001,10,"11",2,4,3,0.569932685115873,3151.018522081178,3151.588454766294
HEFT00001,62,"63",2,6,2,47.78853035014163,3111.6922964119726,3159.4808267621142
HEFT00001,1,"2",2,1,3,0.4825090470444593,3159.4808267621142,3159.9633358091587
HEFT00001,59,"60",2,6,3,0.5031347962381005,3159.4808267621142,3159.9839615583523
HEFT00001,63,"64",2,0,3,0.7169166736121042,3159.4808267621142,3160.1977434357264
HEFT00001,0,"1",2,6,4,0.17763845350054908,3160.1977434357264,3160.375381889227
HEFT00002,1000,"",2,0,0,0.05547150781643975,0.1,0.15547150781643976
HEFT00002,472,"473",2,4,1,2681.6559556786706,0.15547150781643976,2681.811427186487
HEFT00002,735,"736",2,5,1,2723.539794062509,0.15547150781643976,2723.6952655703253
HEFT00002,2,"3",2,10,1,2735.2363535661752,0.15547150781643976,2735.3918250739916
HEFT00002,487,"488",2,9,2,59.236768543875314,2681.811427186487,2741.0481957303623
HEFT00002,493,"494",2,7,2,65.73389498065671,2681.811427186487,2747.5453221671437
HEFT00002,477,"478",2,1,2,72.80174158832642,2681.811427186487,2754.6131687748134
HEFT00002,539,"540",2,8,2,72.83006535947698,2681.811427186487,2754.641492545964
HEFT00002,485,"486",2,2,2,73.356665994374,2681.811427186487,2755.168093180861
HEFT00002,481,"482",2,6,2,76.73690830565101,2681.811427186487,2758.548335492138
HEFT00002,511,"512",2,4,2,79.10422132504164,2681.811427186487,2760.9156485115286
HEFT00002,489,"490",2,3,2,90.04301244975477,2681.811427186487,2771.8544396362418
HEFT00002,221,"222",2,0,1,2792.351010488486,0.15547150781643976,2792.506481996302
HEFT00002,491,"492",2,10,2,60.86761800522072,2735.3918250739916,2796.2594430792124
HEFT00002,475,"476",2,5,2,72.98437952908898,2723.6952655703253,2796.6796450994143
HEFT00002,567,"568",2,8,2,60.93276039658758,2754.641492545964,2815.5742529425515
HEFT00002,479,"480",2,1,2,62.69707236832801,2754.6131687748134,2817.3102411431414
HEFT00002,523,"524",2,4,2,57.184620332443956,2760.9156485115286,2818.1002688439726
HEFT00002,497,"498",2,9,2,81.85323141476874,2741.0481957303623,2822.901427145131
HEFT00002,495,"496",2,6,2,69.2505753435803,2758.548335492138,2827.7989108357183
HEFT00002,509,"510",2,7,2,87.45761165708018,2747.5453221671437,2835.002933824224
HEFT00002,505,"506",2,2,2,89.28120493421966,2755.168093180861,2844.4492981150806
HEFT00002,473,"474",2,0,2,59.297833768803685,2792.506481996302,2851.804315765106
HEFT00002,517,"518",2,3,2,85.95599701639276,2771.8544396362418,2857.8104366526345
HEFT00002,541,"542",2,5,2,67.74341781584644,2796.6796450994143,2864.4230629152607
HEFT00002,501,"502",2,10,2,78.22566157321717,2796.2594430792124,2874.4851046524295
HEFT00002,549,"550",2,4,2,59.62804910485602,2818.1002688439726,2877.7283179488286
HEFT00002,503,"504",2,1,2,74.27279656969904,2817.3102411431414,2891.5830377128405
HEFT00002,615,"616",2,8,2,76.03676470588243,2815.5742529425515,2891.611017648434
HEFT00002,519,"520",2,6,2,64.79160355083332,2827.7989108357183,2892.5905143865516
HEFT00002,499,"500",2,9,2,75.34159689393027,2822.901427145131,2898.2430240390613
HEFT00002,529,"530",2,7,2,68.80043504242349,2835.002933824224,2903.8033688666474
HEFT00002,483,"484",2,0,2,54.51191240562639,2851.804315765106,2906.3162281707323
HEFT00002,507,"508",2,2,2,79.54799557041042,2844.4492981150806,2923.997293685491
HEFT00002,555,"556",2,5,2,67.05453380053314,2864.4230629152607,2931.477596715794
HEFT00002,513,"514",2,10,2,57.71048416714348,2874.4851046524295,2932.195588819573
HEFT00002,551,"552",2,4,2,67.83569192337609,2877.7283179488286,2945.5640098722047
HEFT00002,571,"572",2,3,2,90.86374919508671,2857.8104366526345,2948.674185847721
HEFT00002,637,"638",2,8,2,68.40630545418935,2891.611017648434,2960.0173231026233
HEFT00002,515,"516",2,9,2,62.61084990011295,2898.2430240390613,2960.8538739391743
HEFT00002,547,"548",2,6,2,75.65292152839174,2892.5905143865516,2968.2434359149433
HEFT00002,521,"522",2,1,2,83.46718286286978,2891.5830377128405,2975.0502205757102
HEFT00002,531,"532",2,7,2,72.81509883549961,2903.8033688666474,2976.618467702147
HEFT00002,535,"536",2,0,2,71.0450534497204,2906.3162281707323,2977.3612816204527
HEFT00002,561,"562",2,5,2,59.97004854102261,2931.477596715794,2991.4476452568165
HEFT00002,553,"554",2,10,2,64.02757815185169,2932.195588819573,2996.2231669714247
HEFT00002,525,"526",2,2,2,77.83566450263652,2923.997293685491,3001.8329581881276
HEFT00002,563,"564",2,4,2,75.69166299736344,2945.5640098722047,3021.255672869568
HEFT00002,597,"598",2,3,2,78.50421081679724,2948.674185847721,3027.1783966645185
HEFT00002,533,"534",2,1,2,66.50575720975212,2975.0502205757102,3041.5559777854623
HEFT00002,537,"538",2,0,2,64.51390947817163,2977.3612816204527,3041.8751910986243
HEFT00002,527,"528",2,9,2,81.41063504876774,2960.8538739391743,3042.264508987942
HEFT00002,756,"757",2,8,2,86.75045385917474,2960.0173231026233,3046.767776961798
HEFT00002,565,"566",2,7,2,76.30088971942132,2976.618467702147,3052.9193574215683
HEFT00002,575,"576",2,10,2,56.73547659334463,2996.2231669714247,3052.9586435647693
HEFT00002,579,"580",2,5,2,74.49332154027616,2991.4476452568165,3065.9409667970926
HEFT00002,559,"560",2,6,2,102.01439947488007,2968.2434359149433,3070.2578353898234
HEFT00002,583,"584",2,2,2,76.3881601390608,3001.8329581881276,3078.2211183271884
HEFT00002,627,"628",2,4,2,70.20921277063962,3021.255672869568,3091.4648856402077
HEFT00002,786,"787",2,8,2,56.96344854769086,3046.767776961798,3103.731225509489
HEFT00002,545,"546",2,0,2,69.72038135993171,3041.8751910986243,3111.595572458556
HEFT00002,603,"604",2,3,2,84.58626531201753,3027.1783966645185,3111.764661976536
HEFT00002,543,"544",2,1,2,71.85543935331543,3041.5559777854623,3113.411417138778
HEFT00002,605,"606",2,9,2,71.64883865276624,3042.264508987942,3113.9133476407083
HEFT00002,593,"594",2,10,2,74.60501428462476,3052.9586435647693,3127.563657849394
HEFT00002,573,"574",2,7,2,79.52073720943508,3052.9193574215683,3132.4400946310034
HEFT00002,587,"588",2,5,2,68.64912783391082,3065.9409667970926,3134.5900946310035
HEFT00002,687,"688",2,6,2,73.10019959532747,3070.2578353898234,3143.358034985151
HEFT00002,623,"624",2,2,2,69.27154588762414,3078.2211183271884,3147.4926642148125
HEFT00002,629,"630",2,4,2,69.43221070756863,3091.4648856402077,3160.8970963477764
HEFT00002,810,"811",2,8,2,69.26962900822218,3103.731225509489,3173.000854517711
HEFT00002,557,"558",2,0,2,64.95545855940736,3111.595572458556,3176.5510310179634
HEFT00002,595,"596",2,10,2,60.17011428532078,3127.563657849394,3187.733772134715
HEFT00002,607,"608",2,9,2,74.87383504741729,3113.9133476407083,3188.7871826881255
HEFT00002,663,"664",2,3,2,77.61701191281372,3111.764661976536,3189.3816738893497
HEFT00002,641,"642",2,1,2,79.27261663257786,3113.411417138778,3192.6840337713556
HEFT00002,609,"610",2,5,2,60.26161590802894,3134.5900946310035,3194.8517105390324
HEFT00002,581,"582",2,7,2,81.93819636779926,3132.4400946310034,3214.3782909988026
HEFT00002,639,"640",2,4,2,62.12052983108151,3160.8970963477764,3223.017626178858
HEFT00002,635,"636",2,2,2,86.81509875310212,3147.4926642148125,3234.3077629679146
HEFT00002,569,"570",2,0,2,65.34271278706683,3176.5510310179634,3241.89374380503
HEFT00002,709,"710",2,6,2,100.67643575370994,3143.358034985151,3244.034470738861
HEFT00002,621,"622",2,10,2,63.49641208412322,3187.733772134715,3251.230184218838
HEFT00002,649,"650",2,1,2,61.894970506479694,3192.6840337713556,3254.5790042778353
HEFT00002,611,"612",2,5,2,61.31921293072219,3194.8517105390324,3256.1709234697546
HEFT00002,862,"863",2,8,2,84.28199705661882,3173.000854517711,3257.28285157433
HEFT00002,665,"666",2,3,2,68.86445235980818,3189.3816738893497,3258.246126249158
HEFT00002,647,"648",2,9,2,76.56962567171468,3188.7871826881255,3265.35680835984
HEFT00002,585,"586",2,7,2,61.418890924256175,3214.3782909988026,3275.797181923059
HEFT00002,657,"658",2,4,2,60.25102388824507,3223.017626178858,3283.268650067103
HEFT00002,681,"682",2,2,2,67.01992237636614,3234.3077629679146,3301.327685344281
HEFT00002,577,"578",2,0,2,74.11321536678452,3241.89374380503,3316.0069591718147
HEFT00002,784,"785",2,6,2,74.85972049259999,3244.034470738861,3318.894191231461
HEFT00002,631,"632",2,10,2,77.12537193084063,3251.230184218838,3328.3555561496787
HEFT00002,613,"614",2,5,2,73.45887510416651,3256.1709234697546,3329.629798573921
HEFT00002,697,"698",2,1,2,75.30595653797354,3254.5790042778353,3329.884960815809
HEFT00002,874,"875",2,8,2,73.62008309768817,3257.28285157433,3330.902934672018
HEFT00002,685,"686",2,3,2,75.08450543892741,3258.246126249158,3333.3306316880853
HEFT00002,589,"590",2,7,2,59.052846316750674,3275.797181923059,3334.8500282398095
HEFT00002,651,"652",2,9,2,73.18691357366288,3265.35680835984,3338.543721933503
HEFT00002,669,"670",2,4,2,77.69335441487647,3283.268650067103,3360.9620044819794
HEFT00002,770,"771",2,2,2,69.55440553078734,3301.327685344281,3370.882090875068
HEFT00002,591,"592",2,0,2,67.14139494077244,3316.0069591718147,3383.148354112587
HEFT00002,619,"620",2,5,2,59.198353518464046,3329.629798573921,3388.828152092385
HEFT00002,643,"644",2,10,2,62.6339044593451,3328.3555561496787,3390.989460609024
HEFT00002,673,"674",2,9,2,57.061568791350965,3338.543721933503,3395.605290724854
HEFT00002,738,"739",2,1,2,66.60159834562319,3329.884960815809,3396.486559161432
HEFT00002,693,"694",2,3,2,67.13603458887837,3333.3306316880853,3400.4666662769637
HEFT00002,816,"817",2,6,2,86.55569964941697,3318.894191231461,3405.449890880878
HEFT00002,599,"600",2,7,2,74.19397183647061,3334.8500282398095,3409.04400007628
HEFT00002,878,"879",2,8,2,87.80773207092852,3330.902934672018,3418.7106667429466
HEFT00002,792,"793",2,2,2,58.7241842192102,3370.882090875068,3429.6062750942783
HEFT00002,715,"716",2,4,2,68.8381764294736,3360.9620044819794,3429.800180911453
HEFT00002,601,"602",2,0,2,62.57517526079209,3383.148354112587,3445.7235293733793
HEFT00002,655,"656",2,5,2,70.90194293755985,3388.828152092385,3459.730095029945
HEFT00002,675,"676",2,10,2,69.5499970830756,3390.989460609024,3460.5394576920994
HEFT00002,683,"684",2,9,2,65.04416696724547,3395.605290724854,3460.6494576920995
HEFT00002,838,"839",2,6,2,61.65250250553663,3405.449890880878,3467.1023933864144
HEFT00002,729,"730",2,3,2,69.55998112628322,3400.4666662769637,3470.026647403247
HEFT00002,840,"841",2,1,2,76.87489650140196,3396.486559161432,3473.361455662834
HEFT00002,617,"618",2,7,2,73.26213949459998,3409.04400007628,3482.30613957088
HEFT00002,794,"795",2,2,2,61.1390293434124,3429.6062750942783,3490.7453044376907
HEFT00002,910,"911",2,8,2,74.95212135487463,3418.7106667429466,3493.6627880978212
HEFT00002,721,"722",2,4,2,65.33739943013552,3429.800180911453,3495.1375803415885
HEFT00002,633,"634",2,0,2,58.89261879473452,3445.7235293733793,3504.616148168114
HEFT00002,691,"692",2,10,2,67.99942031244973,3460.5394576920994,3528.538878004549
HEFT00002,699,"700",2,9,2,68.84115776418685,3460.6494576920995,3529.4906154562864
HEFT00002,760,"761",2,3,2,59.93604150368992,3470.026647403247,3529.962688906937
HEFT00002,679,"680",2,5,2,72.65885650325436,3459.730095029945,3532.3889515331994
HEFT00002,850,"851",2,1,2,64.27159616535073,3473.361455662834,3537.6330518281848
HEFT00002,858,"859",2,6,2,77.4281421323576,3467.1023933864144,3544.530535518772
HEFT00002,920,"921",2,8,2,64.55974088500307,3493.6627880978212,3558.2225289828243
HEFT00002,625,"626",2,7,2,77.21595837746145,3482.30613957088,3559.5220979483415
HEFT00002,653,"654",2,0,2,55.97402844891167,3504.616148168114,3560.5901766170255
HEFT00002,814,"815",2,2,2,70.92838549826911,3490.7453044376907,3561.67368993596
HEFT00002,733,"734",2,4,2,76.55660820932962,3495.1375803415885,3571.694188550918
HEFT00002,701,"702",2,9,2,57.70164259270132,3529.4906154562864,3587.1922580489877
HEFT00002,703,"704",2,5,2,71.22805399053595,3532.3889515331994,3603.6170055237353
HEFT00002,713,"714",2,10,2,77.473502589688,3528.538878004549,3606.012380594237
HEFT00002,766,"767",2,3,2,84.79797018768295,3529.962688906937,3614.7606590946198
HEFT00002,860,"861",2,1,2,81.58483440507825,3537.6330518281848,3619.217886233263
HEFT00002,645,"646",2,7,2,60.04636299756521,3559.5220979483415,3619.5684609459067
HEFT00002,659,"660",2,0,2,66.345404853339,3560.5901766170255,3626.9355814703645
HEFT00002,896,"897",2,6,2,82.65201706063272,3544.530535518772,3627.1825525794047
HEFT00002,758,"759",2,4,2,64.90775461020394,3571.694188550918,3636.601943161122
HEFT00002,820,"821",2,2,2,75.54596380831572,3561.67368993596,3637.2196537442755
HEFT00002,968,"969",2,8,2,80.46607900981735,3558.2225289828243,3638.6886079926417
HEFT00002,707,"708",2,9,2,69.17717362447775,3587.1922580489877,3656.3694316734654
HEFT00002,711,"712",2,5,2,58.918587765891516,3603.6170055237353,3662.535593289627
HEFT00002,723,"724",2,10,2,58.83567744440279,3606.012380594237,3664.84805803864
HEFT00002,667,"668",2,7,2,63.37586146054946,3619.5684609459067,3682.944322406456
HEFT00002,908,"909",2,6,2,58.88385743189747,3627.1825525794047,3686.066410011302
HEFT00002,661,"662",2,0,2,69.1943686317095,3626.9355814703645,3696.129950102074
HEFT00002,768,"769",2,3,2,87.44962765626815,3614.7606590946198,3702.210286750888
HEFT00002,872,"873",2,1,2,83.89063060612034,3619.217886233263,3703.1085168393834
HEFT00002,774,"775",2,4,2,68.7209781103943,3636.601943161122,3705.3229212715164
HEFT00002,822,"823",2,2,2,73.99095651212201,3637.2196537442755,3711.2106102563976
HEFT00002,972,"973",2,8,2,78.41824409382116,3638.6886079926417,3717.106852086463
HEFT00002,736,"737",2,9,2,69.19173186730904,3656.3694316734654,3725.5611635407745
HEFT00002,740,"741",2,10,2,65.14683364652274,3664.84805803864,3729.9948916851627
HEFT00002,719,"720",2,5,2,72.22849031472788,3662.535593289627,3734.7640836043547
HEFT00002,744,"745",2,7,2,65.36645660019758,3682.944322406456,3748.310779006654
HEFT00002,671,"672",2,0,2,62.13897313050029,3696.129950102074,3758.2689232325743
HEFT00002,776,"777",2,4,2,67.98256705801077,3705.3229212715164,3773.305488329527
HEFT00002,780,"781",2,3,2,72.00415337664981,3702.210286750888,3774.2144401275377
HEFT00002,956,"957",2,6,2,88.2516309412863,3686.066410011302,3774.3180409525885
HEFT00002,904,"905",2,1,2,76.0922674760368,3703.1085168393834,3779.20078431542
HEFT00002,824,"825",2,2,2,70.53661034411971,3711.2106102563976,3781.7472206005173
HEFT00002,746,"747",2,9,2,56.98592835961426,3725.5611635407745,3782.5470919003888
HEFT00002,7,"8",2,8,2,68.06523981392593,3717.106852086463,3785.1720919003888
HEFT00002,782,"783",2,10,2,65.73331978657416,3729.9948916851627,3795.728211471737
HEFT00002,727,"728",2,5,2,66.4550369582912,3734.7640836043547,3801.219120562646
HEFT00002,748,"749",2,7,2,84.23161741806098,3748.310779006654,3832.5423964247148
HEFT00002,677,"678",2,0,2,74.495863509841,3758.2689232325743,3832.7647867424153
HEFT00002,798,"799",2,4,2,59.74350893920382,3773.305488329527,3833.048997268731
HEFT00002,804,"805",2,3,2,60.97916310905839,3774.2144401275377,3835.193603236596
HEFT00002,121,"122",2,8,2,59.90631525777599,3785.1720919003888,3845.0784071581647
HEFT00002,830,"831",2,2,2,63.37508999280044,3781.7472206005173,3845.1223105933177
HEFT00002,764,"765",2,9,2,65.38262799908898,3782.5470919003888,3847.9297198994777
HEFT00002,992,"993",2,6,2,76.44951678472717,3774.3180409525885,3850.7675577373157
HEFT00002,924,"925",2,1,2,73.041699675583,3779.20078431542,3852.242483991003
HEFT00002,742,"743",2,5,2,53.77588868088242,3801.219120562646,3854.9950092435283
HEFT00002,788,"789",2,10,2,69.76933584285734,3795.728211471737,3865.497547314594
HEFT00002,800,"801",2,4,2,51.17431181871643,3833.048997268731,3884.2233090874474
HEFT00002,754,"755",2,7,2,63.16870001905454,3832.5423964247148,3895.7110964437693
HEFT00002,689,"690",2,0,2,66.91000107805621,3832.7647867424153,3899.6747878204715
HEFT00002,842,"843",2,2,2,56.14642971095509,3845.1223105933177,3901.268740304273
HEFT00002,752,"753",2,5,2,49.806559343572644,3854.9950092435283,3904.801568587101
HEFT00002,864,"865",2,3,2,77.25524920666385,3835.193603236596,3912.44885244326
HEFT00002,994,"995",2,6,2,66.46694242262629,3850.7675577373157,3917.234500159942
HEFT00002,141,"142",2,8,2,73.72962241354207,3845.0784071581647,3918.808029571707
HEFT00002,808,"809",2,9,2,77.80044609436573,3847.9297198994777,3925.7301659938435
HEFT00002,812,"813",2,10,2,63.7075199764854,3865.497547314594,3929.2050672910796
HEFT00002,980,"981",2,1,2,82.56066589594639,3852.242483991003,3934.8031498869495
HEFT00002,828,"829",2,4,2,66.9078186388374,3884.2233090874474,3951.131127726285
HEFT00002,762,"763",2,7,2,59.94086461584902,3895.7110964437693,3955.6519610596183
HEFT00002,802,"803",2,5,2,64.52362479574958,3904.801568587101,3969.3251933828506
HEFT00002,695,"696",2,0,2,73.03265467987785,3899.6747878204715,3972.7074425003493
HEFT00002,884,"885",2,2,2,81.72379938830136,3901.268740304273,3982.992539692574
HEFT00002,866,"867",2,3,2,78.07237890960505,3912.44885244326,3990.521231352865
HEFT00002,832,"833",2,9,2,67.91654798450418,3925.7301659938435,3993.6467139783476
HEFT00002,996,"997",2,6,2,80.46999573825678,3917.234500159942,3997.7044958981987
HEFT00002,826,"827",2,10,2,68.86434682482923,3929.2050672910796,3998.069414115909
HEFT00002,145,"146",2,8,2,85.32919500171829,3918.808029571707,4004.137224573425
HEFT00002,894,"895",2,4,2,53.01717451523564,3951.131127726285,4004.1483022415205
HEFT00002,998,"999",2,1,2,77.83482787079492,3934.8031498869495,4012.6379777577445
HEFT00002,772,"773",2,7,2,66.34952244525266,3955.6519610596183,4022.001483504871
HEFT00002,806,"807",2,5,2,53.85911840484869,3969.3251933828506,4023.1843117876992
HEFT00002,705,"706",2,0,2,59.891897023103866,3972.7074425003493,4032.599339523453
HEFT00002,952,"953",2,2,2,59.69751257385951,3982.992539692574,4042.6900522664337
HEFT00002,834,"835",2,9,2,62.56328680803472,3993.6467139783476,4056.2100007863824
HEFT00002,890,"891",2,3,2,65.93513515654695,3990.521231352865,4056.456366509412
HEFT00002,844,"845",2,10,2,61.150065760677535,3998.069414115909,4059.2194798765863
HEFT00002,5,"6",2,6,2,64.49448071650522,3997.7044958981987,4062.198976614704
HEFT00002,898,"899",2,4,2,62.95981564742169,4004.1483022415205,4067.108117888942
HEFT00002,29,"30",2,1,2,57.69211653237744,4012.6379777577445,4070.330094290122
HEFT00002,157,"158",2,8,2,78.166725925847,4004.137224573425,4082.303950499272
HEFT00002,854,"855",2,5,2,65.36660840854256,4023.1843117876992,4088.550920196242
HEFT00002,912,"913",2,7,2,80.67299990976198,4022.001483504871,4102.674483414633
HEFT00002,717,"718",2,0,2,71.43318725981271,4032.599339523453,4104.032526783266
